338.9264, 917.4238
338.9264, 917.9738
338.9264, 918.5238
338.9264, 919.0738
338.9264, 919.6238
338.9264, 920.1738
338.9264, 920.7238
338.9264, 921.2738
338.9264, 921.8238
338.9264, 922.3738
338.9264, 1047.4238
338.9264, 1047.9738
338.9264, 1048.5238
338.9264, 1049.0738
338.9264, 1049.6238
338.9264, 1050.1738
338.9264, 1050.7238
338.9264, 1051.2738
338.9264, 1051.8238
338.9264, 1052.3738
339.4764, 917.4238
339.4764, 917.9738
339.4764, 918.5238
339.4764, 919.0738
339.4764, 919.6238
339.4764, 920.1738
339.4764, 920.7238
339.4764, 921.2738
339.4764, 921.8238
339.4764, 922.3738
339.4764, 1047.4238
339.4764, 1047.9738
339.4764, 1048.5238
339.4764, 1049.0738
339.4764, 1049.6238
339.4764, 1050.1738
339.4764, 1050.7238
339.4764, 1051.2738
339.4764, 1051.8238
339.4764, 1052.3738
340.0264, 917.4238
340.0264, 917.9738
340.0264, 918.5238
340.0264, 919.0738
340.0264, 919.6238
340.0264, 920.1738
340.0264, 920.7238
340.0264, 921.2738
340.0264, 921.8238
340.0264, 922.3738
340.0264, 1047.4238
340.0264, 1047.9738
340.0264, 1048.5238
340.0264, 1049.0738
340.0264, 1049.6238
340.0264, 1050.1738
340.0264, 1050.7238
340.0264, 1051.2738
340.0264, 1051.8238
340.0264, 1052.3738
340.5764, 917.4238
340.5764, 917.9738
340.5764, 918.5238
340.5764, 919.0738
340.5764, 919.6238
340.5764, 920.1738
340.5764, 920.7238
340.5764, 921.2738
340.5764, 921.8238
340.5764, 922.3738
340.5764, 1047.4238
340.5764, 1047.9738
340.5764, 1048.5238
340.5764, 1049.0738
340.5764, 1049.6238
340.5764, 1050.1738
340.5764, 1050.7238
340.5764, 1051.2738
340.5764, 1051.8238
340.5764, 1052.3738
341.1264, 917.4238
341.1264, 917.9738
341.1264, 918.5238
341.1264, 919.0738
341.1264, 919.6238
341.1264, 920.1738
341.1264, 920.7238
341.1264, 921.2738
341.1264, 921.8238
341.1264, 922.3738
341.1264, 1047.4238
341.1264, 1047.9738
341.1264, 1048.5238
341.1264, 1049.0738
341.1264, 1049.6238
341.1264, 1050.1738
341.1264, 1050.7238
341.1264, 1051.2738
341.1264, 1051.8238
341.1264, 1052.3738
341.6764, 917.4238
341.6764, 917.9738
341.6764, 918.5238
341.6764, 919.0738
341.6764, 919.6238
341.6764, 920.1738
341.6764, 920.7238
341.6764, 921.2738
341.6764, 921.8238
341.6764, 922.3738
341.6764, 1047.4238
341.6764, 1047.9738
341.6764, 1048.5238
